Item Number,Item Name,Item Description,Attribute,Size,Regular Price,Department Name,Manufacturer,Qty 1
2316,R50A-37,SUPERMAX TM-1,SL,195/60R15,38.368,AUTO TIRES,SUPERMAX,1
2268,R50C-21,DURO FRONTIER,B,26X11.00R12,89.032,ATV TIRES,DURO,1
2269,R50C-22,ANTARES SMT A7,SL,255/70R15,79.592,AUTO TIRES,ANTARES,1
2270,R50C-23,FALKEN SINCERA SN250 A/S,SL,215/60R15,70.56,AUTO TIRES,FALKEN,1
2271,R50C-24,SUPERMAX TM-1,SL,205/60R15,42.368,AUTO TIRES,SUPERMAX,1
2272,R50C-25,BFGOODRICH MUD TERRAIN T/A KM2,C,31X10.50R15,160.792,AUTO TIRES,BFGOODRICH,1
2273,R50C-26,NEXEN ROADIAN HTX RH5,SL,265/70R15,103.184,AUTO TIRES,NEXEN,1
2274,R24B-11,LEXANI LXUHP-207,XL,245/40ZR18,45.008,AUTO TIRES,LEXANI,1
2275,R24B-12,TRAVELSTAR UN33,XL,225/40R18,48.776,AUTO TIRES,TRAVELSTAR,1
2276,R24B-13,LEXANI LXUHP-207,XL,245/40ZR18,45.008,AUTO TIRES,LEXANI,1
2277,R24B-14,FALKEN ZIEX ZE950 A/S,XL,215/40R18,95.28,AUTO TIRES,FALKEN,0
2278,R24B-15,VERCELLI STRADA II,XL,235/45ZR18,55.968,AUTO TIRES,VERCELLI,1
2279,R24B-16,WATERFALL ECO DYNAMIC,XL,225/45R18,59.176,AUTO TIRES,WATERFALL,1
2280,R24B-17,GOODYEAR ULTRA GRIP ICE,SL,245/60R18,132.24,AUTO TIRES,GOODYEAR,1
2281,R60B-18,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
2282,R60B-19,SUPERMAX TM-1,SL,225/70R16,57.568,AUTO TIRES,SUPERMAX,1
2283,R60B-20,ACHILLES ATR SPORT 2,XL,245/45ZR18,53.44,AUTO TIRES,ACHILLES,1
2284,R60B-21,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
2285,R60B-22,NEXEN WINGUARD WINSPIKE WH62,XL,205/50R17,50.68,AUTO TIRES,NEXEN,1
2286,R60B-23,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
2287,R60B-24,ACHILLES ATR SPORT,XL,225/55ZR17,47.632,AUTO TIRES,ACHILLES,1
2288,R60B-25,SUPERMAX TM-1,SL,215/70R16,54.368,AUTO TIRES,SUPERMAX,1
2289,R60B-26,SUPERMAX TM-1,SL,205/55R16,39.968,AUTO TIRES,SUPERMAX,1
2290,R60B-27,SUPERMAX TM-1,SL,225/70R16,57.568,AUTO TIRES,SUPERMAX,1
2291,R60B-28,WESTLAKE RADIAL SL369 A/T,SL,275/65R18,89.096,AUTO TIRES,WESTLAKE,1
2292,R60C-27,FIRESTONE TRANSFORCE HT,E,265/75R16,127.664,AUTO TIRES,FIRESTONE,1
2293,R60C-28,COOPER DISCOVERER HT3,E,265/75R16,127.992,AUTO TIRES,COOPER,1
2294,R60C-29,SUPER SWAMPER IROKND,D,305/70R16,159.192,AUTO TIRES,SUPER SWAMPER,1
2295,R60C-30,LEXANI LX-TWENTY,XL,275/35ZR20,69.048,AUTO TIRES,LEXANI,1
2296,R60C-31,MICKEY THOMPSON DEEGAN 38,E,315/75R16,208.792,AUTO TIRES,MICKEY THOMPSON,1
2317,R50A-38,SUPERMAX TM-1,SL,195/60R15,38.368,AUTO TIRES,SUPERMAX,1
2318,R50A-39,SUPERMAX TM-1,SL,195/60R15,38.368,AUTO TIRES,SUPERMAX,1
2319,R50A-40,WESTLAKE RADIAL RP18,SL,195/60R15,35.968,AUTO TIRES,WESTLAKE,1
2320,R50A-41,WESTLAKE RADIAL RP18,SL,195/55R15,42.368,AUTO TIRES,WESTLAKE,1
2321,R50A-42,DUNLOP SP SPORT 5000,SL,195/65R15,72.368,AUTO TIRES,DUNLOP,1
2322,R50A-43,SUPERMAX TM-1,SL,195/60R15,38.368,AUTO TIRES,SUPERMAX,1
2323,R50A-44,SUMIC GT60A,SL,195/60R15,34.448,AUTO TIRES,SUMIC,1
2324,R50A-45,SUPERMAX TM-1,SL,205/65R15,41.568,AUTO TIRES,SUPERMAX,1
2325,R50A-46,COOPER DISCOVERER HT3,C,185/60R15,99.192,AUTO TIRES,COOPER,1
2326,R50A-47,SUPERMAX TM-1,SL,195/65R15,37.568,AUTO TIRES,SUPERMAX,1
2327,R50A-48,FEDERAL FORMOZA AZ01,SL,205/50R15,42.384,AUTO TIRES,FEDERAL,1
2328,R50A-49,SUPERMAX TM-1,SL,215/60R15,44.768,AUTO TIRES,SUPERMAX,1
2329,R50A-50,SUPERMAX TM-1,SL,195/65R15,37.568,AUTO TIRES,SUPERMAX,1
2330,R50A-51,FEDERAL FORMOZA AZ01,SL,205/50R15,42.384,AUTO TIRES,FEDERAL,1
2331,R50A-52,WESTLAKE RADIAL RP18,SL,185/60R15,35.168,AUTO TIRES,WESTLAKE,1
2332,R50A-53,HANKOOK KINERGY PT,SL,195/65R15,62.4,AUTO TIRES,HANKOOK,1
2333,R50A-54,SUMIC GT60A,SL,195/60R15,34.448,AUTO TIRES,SUMIC,1
2334,R50B-29,WESTLAKE RADIAL SA-07,XL,225/40ZR18,50.936,AUTO TIRES,WESTLAKE,1
2335,R50B-30,LIONHART LIONCLAW HT,SL,235/75R15,67.2,AUTO TIRES,LIONHART,1
2336,R50B-31,VITOUR POLAR BEARS,SL,215/70R15,75.832,AUTO TIRES,VITOUR,1
2337,R50B-32,HANKOOK VENTUS V2 CONCEPT2,XL,215/45R17,55.144,AUTO TIRES,HANKOOK,1
2338,R50B-33,STARFIRE SOLARUS AS,SL,195/60R15,32.08,AUTO TIRES,STARFIRE,1
2339,R50B-34,SUPERMAX TM-1,SL,195/60R15,38.368,AUTO TIRES,SUPERMAX,1
2340,R50B-35,DEXTERO DHT2,SL,225/75R15,57.6,AUTO TIRES,DEXTERO,1
2341,R50B-36,WESTLAKE RADIAL RP18,SL,205/65R15,36.584,AUTO TIRES,WESTLAKE,1
2342,R50B-37,MRF WANDERER SPORT,SL,205/60R16,37.544,AUTO TIRES,MRF,1
2343,R50B-38,MILESTAR MS932 SPORT,SL,195/60R15,37.568,AUTO TIRES,MILESTAR,1
2344,R50B-39,BFGOODRICH ADVANTAGE T/A SPORT,SL,195/65R15,74.392,AUTO TIRES,BFGOODRICH,1
2345,R50B-40,CLASSIC RADIAL LL800,SL,165/80R15,51.984,AUTO TIRES,CLASSIC,1
2346,R50B-41,SOLAR 4XS+,SL,215/60R15,41.744,AUTO TIRES,SOLAR,1
2347,R50B-42,SUPERMAX STM1 RADIAL S/T,D,205/75R15,88.392,TRAILER TIRES,SUPERMAX,1
2348,R50B-44,CARLISLE RADIAL TRAIL HD,D,205/75R15,55.168,TRAILER TIRES,CARLISLE,1
2349,R50B-45,WESTLAKE RADIAL RP18,SL,205/65R15,36.584,AUTO TIRES,WESTLAKE,1
2350,R50B-46,NEXEN ARIA AH7,SL,225/65R17,96.784,AUTO TIRES,NEXEN,1
2351,R50B-47,SUMITOMO HTR Z II,SL,245/45ZR17,63.224,AUTO TIRES,SUMITOMO,1
2352,R50B-48,ACHILLES ATR SPORT,XL,225/40ZR17,42.536,AUTO TIRES,ACHILLES,1
2353,R50B-49,GOODYEAR EAGLE SPORT,SL,245/40R17,115.192,AUTO TIRES,GOODYEAR,1
2354,R50B-50,SUMITOMO HTR A/S P02,SL,215/50R17,67.192,AUTO TIRES,SUMITOMO,1
2355,R50B-51,NEXEN ARIA AH7,SL,225/65R17,96.784,AUTO TIRES,NEXEN,1
2356,R50C-27,BRIDGESTONE DUELER H/L ALENZA PLUS,SL,265/70R15,117.6,AUTO TIRES,BRIDGESTONE,1
2357,R50C-28,MILESTAR PATAGONIA M/T,C,33X12.50R15,131.968,AUTO TIRES,MILESTAR,1
2358,R50C-29,ITP COYOTE RADIAL,D,32X10.00R15NHS,99.96,ATV TIRES,ITP,1
2359,R50C-30,COOPER DISCOVERER SRX,SL,215/70R16,106.392,AUTO TIRES,COOPER,1
2360,R50C-31,NEXEN ROADIAN MT,C,31X10.50R15,103.2,AUTO TIRES,NEXEN,1
2361,R50C-32,MICKEY THOMPSON DEEGAN 38,XL,235/75R15,95.192,AUTO TIRES,MICKEY THOMPSON,1
2362,R50C-33,SUPERMAX TM-1,SL,195/65R15,37.568,AUTO TIRES,SUPERMAX,1
2363,R50C-34,MILESTAR TOURING SLE,SL,225/75R15,56.312,AUTO TIRES,MILESTAR,1
2364,R50C-35,WESTLAKE RADIAL RP18,SL,205/65R15,36.584,AUTO TIRES,WESTLAKE,1
2365,R50C-36,WESTLAKE SU318 H/T,SL,225/65R17,53.568,AUTO TIRES,WESTLAKE,1
2366,R50C-37,BRIDGESTONE BLIZZAK WS80,SL,235/60R17,108.648,AUTO TIRES,BRIDGESTONE,1
2367,R50C-38,OHTSU FP0612 A/S,SL,235/55ZR17,52,AUTO TIRES,OHTSU,1
2368,R50C-39,MICKEY THOMPSON STREET COMP,SL,315/35R17,147.192,AUTO TIRES,MICKEY THOMPSON,1
2369,R50C-40,NITTO NT555R,SL,315/35R17,166.4,AUTO TIRES,NITTO,1
2370,R50C-41,THUNDERER RANGER A/T,SL,265/70R18,117.472,AUTO TIRES,THUNDERER,1
2371,R50C-42,BRIDGESTONE BLIZZAK WS80,SL,225/60R17,63.504,AUTO TIRES,BRIDGESTONE,1
2372,R50C-43,NEXEN ROADIAN HTX RH5,SL,265/70R15,103.184,AUTO TIRES,NEXEN,1
2373,R50C-44,HANKOOK DYNAPRO HP2,SL,235/65R17,65.04,AUTO TIRES,HANKOOK,1
2374,R50C-45,SUPERMAX TM-1,SL,235/75R15,58.368,AUTO TIRES,SUPERMAX,1
2375,R60A-26,ANTARES INGENS A1,SL,215/60R16,48,AUTO TIRES,ANTARES,1
2376,R60A-27,CARLISLE RELIANCE RADIAL ST,D,205/75R14,55.168,TRAILER TIRES,CARLISLE,1
2377,R60A-28,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
2378,R60A-29,ANTARES INGENS A1,SL,215/60R16,48,AUTO TIRES,ANTARES,1
2379,R60A-30,NEXEN N'PRIZ AH5,SL,215/60R16,66.384,AUTO TIRES,NEXEN,1
2380,R60A-31,SUPERMAX TM-1,SL,185/65R15,38.368,AUTO TIRES,SUPERMAX,0
2381,R60A-32,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
2382,R60A-33,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
2383,R60A-34,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
2384,R60A-35,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
2385,R60A-36,NEXEN ARIA AH7,SL,215/60R16,63.904,AUTO TIRES,NEXEN,1
2386,R60A-37,SUPERMAX TM-1,SL,235/55R17,55.168,AUTO TIRES,SUPERMAX,1
2387,R60A-38,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
2388,R60A-39,KUMHO SOLUS TA11,SL,215/60R16,53.256,AUTO TIRES,KUMHO,1
2389,R60A-40,DEXTERO TOURING DTR1,SL,225/60R16,76,AUTO TIRES,DEXTERO,1
2390,R60A-41,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
2391,R60A-42,MRF WANDERER SPORT,SL,205/60R16,37.544,AUTO TIRES,MRF,1
2392,R60A-43,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
2393,R60A-44,WESTLAKE RADIAL RP18,SL,215/60R16,43.968,AUTO TIRES,WESTLAKE,1
2394,R60A-45,WESTLAKE RADIAL RP18,SL,205/55R16,36.176,AUTO TIRES,WESTLAKE,1
2395,R60A-46,COOPER DISCOVERER TRUE NORTH,SL,205/60R16,76.792,AUTO TIRES,COOPER,1
2396,R60A-47,MRF WANDERER SPORT,SL,205/60R16,37.544,AUTO TIRES,MRF,1
2397,R60A-48,NANKANG CROSS SPORT SP-9,XL,215/60R16,45.568,AUTO TIRES,NANKANG,1
2398,R60A-49,WESTLAKE RADIAL RP18,SL,225/60R16,44.768,AUTO TIRES,WESTLAKE,0
2399,R60A-50,WESTLAKE RADIAL RP18,SL,205/55R16,36.176,AUTO TIRES,WESTLAKE,1
2400,R60A-51,SUMIC GT50A,SL,225/60R16,55.184,AUTO TIRES,SUMIC,1
2401,R60B-29,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
2402,R60B-30,SUPERMAX TM-1,SL,205/65R15,41.568,AUTO TIRES,SUPERMAX,1
2403,R60B-31,NEXEN N'PRIZ AH8,SL,205/65R16,77.584,AUTO TIRES,NEXEN,1
2404,R60B-32,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
2405,R60B-33,TRAVELSTAR UN66,SL,215/70R16,54.712,AUTO TIRES,TRAVELSTAR,1
2406,R60B-34,NEXEN N'PRIZ AH8,SL,205/65R16,77.584,AUTO TIRES,NEXEN,1
2407,R60B-35,TRAVELSTAR ECOPATH A/T,SL,245/70R16,67.176,AUTO TIRES,TRAVELSTAR,1
2408,R60B-36,RADAR DIMAX AS-8,SL,235/70R16,68.768,AUTO TIRES,RADAR,1
2409,R60B-37,BFGOODRICH COMMERCIAL T/A,E,215/85R16,147.968,AUTO TIRES,BFGOODRICH,1
2410,R60B-38,TRAVELSTAR ECOPATH H/T,SL,235/70R16,62.08,AUTO TIRES,TRAVELSTAR,1
2411,R60B-39,DEXTERO DHT2,SL,245/70R16,71.2,AUTO TIRES,DEXTERO,1
2412,R60B-40,STARFIRE SOLARUS AS,SL,205/65R16,45.552,AUTO TIRES,STARFIRE,1
2413,R60B-41,TRAVELSTAR ECOPATH A/T,E,225/75R16,71.616,AUTO TIRES,TRAVELSTAR,1
2414,R60B-42,LINGLONG CROSSWIND M/T,E,245/75R16,89.712,AUTO TIRES,LINGLONG,0
2415,R60B-43,MILESTAR MS932 SPORT,XL,205/40R17,44.768,AUTO TIRES,MILESTAR,1
2416,R60B-44,MILESTAR GRANTLAND,SL,235/70R16,64.768,AUTO TIRES,MILESTAR,1
2417,R60B-45,LEXANI LXTR-203,SL,205/55R16,42.16,AUTO TIRES,LEXANI,1
2418,R60B-46,ANTARES SMT A7,SL,215/70R16,68.376,AUTO TIRES,ANTARES,1
2419,R60B-47,SUMIC GT60A,SL,205/60R16,50.376,AUTO TIRES,SUMIC,1
2420,R60B-48,NEXEN ROADIAN HTX RH5,SL,225/65R17,96.784,AUTO TIRES,NEXEN,1
2421,R60B-49,RIKEN RAPTOR ZR A/S,XL,225/45ZR18,73.2,AUTO TIRES,RIKEN,1
2422,R60B-50,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
2423,R60B-51,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
2424,R60C-32,CORSA ALL TERRIAN XL,E,265/75R16,83.904,AUTO TIRES,CORSA,1
2425,R60C-33,MAXXIS BIGHORN,C,235/75R15,101.352,AUTO TIRES,MAXXIS,1
2426,R60C-34,MILESTAR PATAGONIA M/T,E,265/75R16,101.056,AUTO TIRES,MILESTAR,1
2427,R60C-35,MASTERCRAFT COURSER LTR,E,215/85R16,84.704,AUTO TIRES,MASTERCRAFT,1
2428,R60C-36,FIRESTONE TRANSFORCE HT,E,215/85R16,119.896,AUTO TIRES,FIRESTONE,1
2429,R60C-37,FULLRUN FRUN-MT,E,265/70R17,72,AUTO TIRES,FULLRUN,1
2430,R60C-38,FIRESTONE TRANSFORCE HT,E,215/85R16,119.896,AUTO TIRES,FIRESTONE,1
2431,R60C-39,MICKEY THOMPSON BAJA ATZ P3,E,285/75R16,173.592,AUTO TIRES,MICKEY THOMPSON,1
2432,R60C-40,FALKEN WILDPEAK A/T AT3W,E,305/70R16,149.704,AUTO TIRES,FALKEN,1
2433,R60C-41,THORNBIRD INTERCO TSL,D,35X12.50R16,305.512,AUTO TIRES,THORNBIRD,1
2434,R60C-42,FALKEN WILDPEAK A/T AT3W,SL,265/75R16,118.4,AUTO TIRES,FALKEN,1
2435,R60C-43,SUPERMAX TM-1,SL,205/55R16,39.968,AUTO TIRES,SUPERMAX,1
2436,R60C-44,COOPER DISCOVERER SRX,SL,225/70R16,87.024,AUTO TIRES,COOPER,1
2437,R60C-45,SUMIC GT50A,SL,245/50R16,63.992,AUTO TIRES,SUMIC,1
2438,R12A-09,FEDERAL 595 RS-RR,SL,235/40ZR18,97.6,AUTO TIRES,FEDERAL,1
2439,R12A-10,ACHILLES ATR SPORT 2,XL,215/45ZR17,44.52,AUTO TIRES,ACHILLES,1
2440,R12A-11,LEXANI LX-TWENTY,XL,245/30ZR22,59.104,AUTO TIRES,LEXANI,1
2441,R12A-12,DURUN M626,XL,245/30ZR22,77.576,AUTO TIRES,DURUN,1
2442,R12A-13,LIONHART LH-TEN,XL,265/35ZR22,73.92,AUTO TIRES,LIONHART,1
2443,R12A-14,LEXANI LX-TWENTY,XL,245/35ZR20,55.168,AUTO TIRES,LEXANI,1
2444,R12A-15,MICKEY THOMPSON STREET COMP,XL,275/35R20,173.592,AUTO TIRES,MICKEY THOMPSON,1
2445,R12A-16,GALAXY RIB IMPLEMENT I-1,F,11L-15SL,64.064,IMPLEM TIRES,GALAXY,1
2446,R12A-17,GALAXY RIB IMPLEMENT I-1,F,11L-15SL,64.064,IMPLEM TIRES,GALAXY,1
2447,R12A-18,FREEDOM HAULER DUTYMAX,F,225/75R15,116.792,TRAILER TIRES,FREEDOM,1
2448,R12A-19,WESTLAKE RADIAL RP18,SL,185/65R14,35.968,AUTO TIRES,WESTLAKE,1
2449,R12A-20,HANKOOK OPTIMO H725,SL,225/70R14,70.44,AUTO TIRES,HANKOOK,1
2450,R17C-01,MUDCLAW EXTREME MT,E,275/70R18,121.576,AUTO TIRES,MUDCLAW,1
2451,R17C-02,MUDCLAW EXTREME MT,E,235/80R17,104.384,AUTO TIRES,MUDCLAW,1
2452,R17C-03,NITTO RIDGE GRAPPLER,F,305/55R20,277.6,AUTO TIRES,NITTO,1
2453,R17C-04,NITTO TRAIL GRAPPLER M/T,E,35X12.50R20,316,AUTO TIRES,NITTO,1
2454,R17C-05,MICKEY THOMPSON BAJA ATZ P3,E,305/55R20,282.392,AUTO TIRES,MICKEY THOMPSON,1
2455,R17C-06,BFGOODRICH G-FORCE COMP-2 A/S,XL,255/35ZR20,143.992,AUTO TIRES,BFGOODRICH,1
2456,R17C-07,MILESTAR MS932 SPORT,XL,255/50R20,86.376,AUTO TIRES,MILESTAR,1
2457,R17C-08,SENTURY UHPT,XL,275/55ZR20,84.016,AUTO TIRES,SENTURY,1
2458,R17C-09,PIRELLI SCORPION ATR,SL,275/55R20,155.28,AUTO TIRES,PIRELLI,1
2459,R17C-10,MICKEY THOMPSON STREET COMP,XL,255/35R20,146.392,AUTO TIRES,MICKEY THOMPSON,1
2460,R17C-11,MICKEY THOMPSON STREET COMP,XL,255/35R20,146.392,AUTO TIRES,MICKEY THOMPSON,1
2461,R17C-12,NITTO NT555 G2,XL,315/35ZR20,204.8,AUTO TIRES,NITTO,1
2462,R17C-13,PIRELLI SCORPION VERDE ALL SEASON,SL,275/50R20,211.44,AUTO TIRES,PIRELLI,1
2463,R17C-14,PIRELLI SCORPION ICE & SNOW,XL,275/40RF20,318.416,AUTO TIRES,PIRELLI,1
2464,R17C-15,MICKEY THOMPSON STREET COMP,XL,255/35R20,146.392,AUTO TIRES,MICKEY THOMPSON,1
2465,R17C-16,SUMIC GT60A,SL,195/60R14,34.408,AUTO TIRES,SUMIC,1
2466,R17C-17,KUMHO ROAD VENTURE MT,E,35X12.50R20,210.368,AUTO TIRES,KUMHO,1
2467,R17C-18,LINGLONG CROSSWIND M/T,E,235/80R17,105.104,AUTO TIRES,LINGLONG,1
2468,R17C-19,FEDERAL XPLORA M/T,E,295/65R20,206.392,AUTO TIRES,FEDERAL,1
2469,R17C-20,BFGOODRICH ALL-TERRAIN T/A K02,E,275/65R20,239.992,AUTO TIRES,BFGOODRICH,1
2470,R17C-21,RADAR RENEGADE A/T5,E,275/65R20,145.008,AUTO TIRES,RADAR,1
2471,R17C-22,BFGOODRICH ALL-TERRAIN T/A K02,D,275/60R20,184.768,AUTO TIRES,BFGOODRICH,1
2472,R17C-23,BRIDGESTONE DUELER H/L ALENZA,SL,275/55R20,130.36,AUTO TIRES,BRIDGESTONE,1
2473,R17C-24,FALKEN WILDPEAK A/T AT3W,E,305/55R20,138.4,AUTO TIRES,FALKEN,1
2474,R17C-25,NITTO TRAIL GRAPPLER M/T,E,35X12.50R20,316,AUTO TIRES,NITTO,1
2475,R17B-01,WESTLAKE RADIAL RP18,SL,225/60R16,44.768,AUTO TIRES,WESTLAKE,0
2476,R17B-02,HANKOOK DYNAPRO AT2,E,235/80R17,148.784,AUTO TIRES,HANKOOK,1
2477,R17B-03,COOPER DISCOVERER A/T3,E,245/75R17,127.992,AUTO TIRES,COOPER,1
2478,R17B-04,HANKOOK DYNAPRO AT-M,E,235/80R17,141.56,AUTO TIRES,HANKOOK,1
2479,R17B-05,MAXXIS BIGHORN,E,235/80R17,168.792,AUTO TIRES,MAXXIS,1
2480,R17B-06,SUPERMAX TM-1,SL,205/50R17,45.568,AUTO TIRES,SUPERMAX,1
2481,R17B-07,SUPERMAX TM-1,SL,175/70R13,32.768,AUTO TIRES,SUPERMAX,1
2482,R17B-08,MUDCLAW RADIAL M/T,E,245/75R17,101.792,AUTO TIRES,MUDCLAW,1
2483,R17B-09,HANKOOK VENTUS H101,SL,275/60R15,93.288,AUTO TIRES,HANKOOK,1
2484,R17B-10,BFGOODRICH RUGGED TERRAIN T/A,SL,245/70R16,87.176,AUTO TIRES,BFGOODRICH,1
2485,R17B-11,LIONHART LIONCLAW ATX2,SL,265/70R15,78.736,AUTO TIRES,LIONHART,1
2486,R17B-12,LIONHART LIONCLAW ATX2,SL,265/70R15,78.736,AUTO TIRES,LIONHART,1
2487,R17B-13,WESTLAKE SU318 H/T,SL,245/65R17,64.768,AUTO TIRES,WESTLAKE,1
2488,R17B-14,MAXXIS BIGHORN,E,235/80R17,167.992,AUTO TIRES,MAXXIS,1
2489,R17B-15,HANKOOK DYNAPRO AT-M,E,235/80R17,141.56,AUTO TIRES,HANKOOK,1
2490,R17B-16,LEXANI LXUHP-207,SL,215/55R18,56.976,AUTO TIRES,LEXANI,1
2491,R17B-17,MUDCLAW EXTREME MT,E,235/80R17,104.384,AUTO TIRES,MUDCLAW,1
2492,R17B-18,HANKOOK DYNAPRO AT-M,SL,265/75R16,119.984,AUTO TIRES,HANKOOK,1
2493,R17B-19,NEXEN N'FERA RU5,SL,255/55R20,114.384,AUTO TIRES,NEXEN,1
2494,R17B-20,PIRELLI SCORPION ATR,SL,275/55R20,155.28,AUTO TIRES,PIRELLI,1
2495,R17B-21,MASTERCRAFT COURSER MSR,E,245/75R16,134.392,AUTO TIRES,MASTERCRAFT,1
2496,R17B-22,HANKOOK DYNAPRO AT-M,E,245/75R17,124.04,AUTO TIRES,HANKOOK,1
2497,R17B-23,FIRESTONE DESTINATION A/T,E,245/75R16,124.136,AUTO TIRES,FIRESTONE,1
2498,R17B-24,IRONMAN ALL COUNTRY M/T,E,235/80R17,94.008,AUTO TIRES,IRONMAN,1
2499,R17B-25,HANKOOK DYNAPRO AT-M,E,285/70R17,165.256,AUTO TIRES,HANKOOK,1
2500,R17B-26,OHTSU FP7000,SL,215/60R16,44.824,AUTO TIRES,OHTSU,1
2501,R17B-27,SUPERMAX TM-1,SL,185/65R14,35.968,AUTO TIRES,SUPERMAX,1
2502,R17B-28,SUPERMAX TM-1,SL,185/70R14,38.368,AUTO TIRES,SUPERMAX,1
2503,R17B-29,WESTLAKE RADIAL RP18,SL,185/65R14,35.968,AUTO TIRES,WESTLAKE,1
2504,R17B-30,KUMHO SENSE KR26,SL,195/70R14,58.048,AUTO TIRES,KUMHO,1
2505,R17A-01,MILESTAR MS932 SPORT,SL,175/65R14,33.568,AUTO TIRES,MILESTAR,1
2506,R17A-02,SUPERMAX TM-1,SL,185/65R14,35.968,AUTO TIRES,SUPERMAX,1
2507,R17A-03,SUPERMAX TM-1,SL,185/65R14,35.968,AUTO TIRES,SUPERMAX,1
2508,R17A-04,WESTLAKE RADIAL RP18,SL,195/70R14,35.968,AUTO TIRES,WESTLAKE,1
2509,R17A-05,SUPERMAX TM-1,SL,185/65R14,35.968,AUTO TIRES,SUPERMAX,1
2510,R17A-06,SUPERMAX TM-1,SL,195/70R14,38.368,AUTO TIRES,SUPERMAX,1
2511,R17A-07,SUMIC GT65A,SL,185/65R14,36.776,AUTO TIRES,SUMIC,1
2512,R17A-08,SUPERMAX TM-1,SL,195/70R14,38.368,AUTO TIRES,SUPERMAX,1
2513,R17A-09,WESTLAKE RADIAL RP18,SL,175/65R14,35.592,AUTO TIRES,WESTLAKE,1
2514,R17A-10,WESTLAKE RADIAL RP18,SL,185/65R14,35.968,AUTO TIRES,WESTLAKE,1
2515,R17A-11,WESTLAKE RADIAL RP18,SL,195/70R14,35.968,AUTO TIRES,WESTLAKE,1
2516,R17A-12,SUPERMAX TM-1,SL,175/70R13,32.768,AUTO TIRES,SUPERMAX,1
2517,R17A-13,SUPERMAX TM-1,SL,195/70R14,38.368,AUTO TIRES,SUPERMAX,1
2518,R17A-14,SUPERMAX TM-1,SL,185/70R14,38.368,AUTO TIRES,SUPERMAX,1
2519,R17A-15,OHTSU A/S,SL,195/60R14,28,AUTO TIRES,OHTSU,1
2520,R17A-16,SUPERMAX TM-1,SL,185/65R14,35.968,AUTO TIRES,SUPERMAX,1
2521,R17A-17,WESTLAKE RADIAL RP18,SL,195/70R14,35.968,AUTO TIRES,WESTLAKE,1
2522,R17A-18,DOUGLAS ALL SEASON,SL,185/65R14,32,AUTO TIRES,DOUGLAS,1
2523,R17A-19,SUMIC GT65A,SL,185/65R14,36.776,AUTO TIRES,SUMIC,1
2524,R17A-20,WESTLAKE RADIAL RP18,SL,185/70R14,35.168,AUTO TIRES,WESTLAKE,1
2525,R17A-21,WESTLAKE RADIAL RP18,SL,175/70R14,35.976,AUTO TIRES,WESTLAKE,1
2526,R17A-22,FALKEN ZIEX ZE950 A/S,SL,205/60R16,62.376,AUTO TIRES,FALKEN,1
2527,R17A-23,SOLAR 4XS,SL,185/70R14,33.224,AUTO TIRES,SOLAR,1
2528,R17A-24,SUPERMAX TM-1,SL,195/70R14,38.368,AUTO TIRES,SUPERMAX,1
2529,R17A-25,WESTLAKE RADIAL RP18,SL,195/70R14,35.968,AUTO TIRES,WESTLAKE,1
2530,R17A-26,WESTLAKE RADIAL RP18,SL,195/70R14,35.968,AUTO TIRES,WESTLAKE,1
2531,R17A-27,DOUGLAS ALL SEASON,SL,185/65R14,32,AUTO TIRES,DOUGLAS,1
2532,R17A-28,DOUGLAS ALL SEASON,SL,185/65R14,32,AUTO TIRES,DOUGLAS,1
2533,R17A-29,SUPERMAX TM-1,SL,175/70R13,32.768,AUTO TIRES,SUPERMAX,1
2534,R17A-30,DIEHARD SILVER TOURING A/S,SL,175/70R13,71.728,AUTO TIRES,DIEHARD,1
2535,R17A-31,WESTLAKE RADIAL RP18,SL,155/80R13,31.168,AUTO TIRES,WESTLAKE,1
2536,R17A-32,SUPERMAX TM-1,SL,175/70R13,32.768,AUTO TIRES,SUPERMAX,1
2537,R17A-33,WESTLAKE RADIAL RP18,SL,185/70R13,35.008,AUTO TIRES,WESTLAKE,1
